date,forecast_orders,city
2025-04-01,118.87059610890722,Bangalore
2025-04-02,120.55450958217182,Bangalore
2025-04-03,122.40152860887456,Bangalore
2025-04-04,121.09392846920818,Bangalore
2025-04-05,115.86290288977759,Bangalore
2025-04-06,120.55240335193247,Bangalore
2025-04-07,118.32385237832733,Bangalore
